Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2017-168410,2017-02-21,2017-02-26,Standard Class,BV-11245
CA-2018-131254,2018-11-19,2018-11-21,First Class,NC-18415
CA-2017-123414,2017-08-21,2017-08-27,Standard Class,SU-20665
CA-2018-137876,2018-04-30,2018-05-05,Standard Class,DJ-13510
CA-2017-154060,2017-05-02,2017-05-08,Standard Class,DL-12865
US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240
CA-2018-134439,2018-09-18,2018-09-23,Second Class,TM-21010
CA-2016-119508,2016-12-04,2016-12-09,Standard Class,TZ-21580
CA-2016-152681,2016-01-17,2016-01-22,Standard Class,SC-20260
CA-2015-130813,2015-01-06,2015-01-08,Second Class,LS-17230
CA-2016-120320,2016-03-05,2016-03-09,Standard Class,MV-18190
CA-2017-111941,2017-12-25,2017-12-28,Second Class,BD-11620
CA-2017-123120,2017-09-04,2017-09-08,Standard Class,CV-12295
CA-2015-103331,2015-08-26,2015-09-01,Standard Class,KB-16315
CA-2016-169278,2016-05-21,2016-05-25,Standard Class,ME-18010
CA-2018-111577,2018-10-16,2018-10-21,Standard Class,AJ-10780
CA-2016-146486,2016-11-09,2016-11-14,Second Class,DV-13465
US-2015-168501,2015-11-21,2015-11-27,Standard Class,JK-15325
CA-2016-112053,2016-10-11,2016-10-13,Second Class,SH-20395
CA-2018-108539,2018-03-21,2018-03-23,Second Class,SC-20725
CA-2016-149811,2016-01-04,2016-01-10,Standard Class,CS-12250
US-2018-103814,2018-12-09,2018-12-16,Standard Class,LH-16900
CA-2017-123932,2017-09-06,2017-09-12,Standard Class,YC-21895
US-2017-101616,2017-09-03,2017-09-06,First Class,CY-12745
CA-2015-113768,2015-05-13,2015-05-19,Standard Class,AH-10030
CA-2017-138037,2017-09-29,2017-10-03,Standard Class,AR-10540
CA-2015-150490,2015-08-05,2015-08-11,Standard Class,SS-20590
US-2018-126060,2018-04-14,2018-04-18,Standard Class,DW-13585
CA-2018-100951,2018-06-09,2018-06-10,First Class,NC-18625
CA-2017-122017,2017-12-29,2018-01-02,Standard Class,CD-11920
CA-2015-123477,2015-01-18,2015-01-21,Second Class,DW-13195
CA-2017-107790,2017-11-20,2017-11-24,Standard Class,EH-13990
CA-2018-158071,2018-06-10,2018-06-15,Standard Class,BD-11320
CA-2018-147403,2018-09-10,2018-09-13,First Class,KH-16630
US-2018-136721,2018-04-08,2018-04-12,Standard Class,NH-18610
CA-2016-118738,2016-10-24,2016-10-30,Standard Class,AG-10495
CA-2018-134152,2018-05-27,2018-05-31,Standard Class,RP-19855
CA-2015-125542,2015-12-05,2015-12-07,First Class,NB-18655
CA-2017-136021,2017-08-14,2017-08-18,Standard Class,JM-15580
CA-2017-149195,2017-09-05,2017-09-07,Second Class,DM-13525
CA-2018-161410,2018-06-26,2018-07-03,Standard Class,CC-12220
CA-2018-152786,2018-03-12,2018-03-17,Standard Class,GA-14725
CA-2018-164707,2018-02-18,2018-02-21,Second Class,CV-12805
CA-2018-163874,2018-11-10,2018-11-12,Second Class,NC-18535
US-2015-123183,2015-11-19,2015-11-25,Standard Class,GR-14560
CA-2015-104829,2015-11-18,2015-11-21,Second Class,JG-15805
US-2017-147340,2017-09-24,2017-09-24,Same Day,EB-13750
CA-2017-145492,2017-11-20,2017-11-27,Standard Class,MC-17605
CA-2017-163202,2017-09-27,2017-10-02,Standard Class,BM-11650
CA-2017-117681,2017-04-09,2017-04-14,Standard Class,HF-14995
CA-2018-132262,2018-09-21,2018-09-23,First Class,ML-18265
CA-2018-123043,2018-08-24,2018-08-29,Standard Class,AH-10195
US-2017-143280,2017-02-22,2017-02-26,Standard Class,TZ-21580
CA-2018-108854,2018-12-08,2018-12-14,Standard Class,DM-13345
CA-2018-166856,2018-09-18,2018-09-22,Standard Class,TS-21505
CA-2017-153157,2017-09-11,2017-09-14,First Class,TB-21625
US-2018-125647,2018-09-23,2018-09-28,Standard Class,LC-16870
CA-2015-132542,2015-10-06,2015-10-08,Second Class,AM-10360
CA-2016-110877,2016-10-23,2016-10-26,First Class,JE-15715
US-2017-151827,2017-03-31,2017-04-02,Second Class,CS-11950
US-2017-163258,2017-12-29,2018-01-02,Standard Class,PF-19225
CA-2018-103009,2018-11-03,2018-11-05,Second Class,PJ-18835
US-2018-120649,2018-01-20,2018-01-26,Standard Class,JF-15490
CA-2017-153598,2017-12-03,2017-12-06,First Class,NM-18520
US-2017-108497,2017-06-14,2017-06-14,Same Day,MH-17290
CA-2017-113096,2017-09-02,2017-09-04,First Class,SZ-20035
CA-2015-136861,2015-09-05,2015-09-07,First Class,PR-18880
CA-2018-117422,2018-10-21,2018-10-25,Standard Class,FC-14245
CA-2018-129707,2018-04-25,2018-04-29,Standard Class,LH-16750
CA-2016-160171,2016-10-19,2016-10-24,Standard Class,RM-19675
CA-2015-103317,2015-07-05,2015-07-08,First Class,DM-13525
CA-2017-167115,2017-04-04,2017-04-09,Standard Class,EH-14185
US-2018-153633,2018-11-13,2018-11-18,Second Class,TC-21295
CA-2018-155929,2018-09-09,2018-09-13,Standard Class,AI-10855
CA-2016-148712,2016-04-17,2016-04-23,Standard Class,JM-15535
CA-2017-128307,2017-07-25,2017-07-29,Standard Class,BE-11335
US-2017-127425,2017-08-26,2017-08-31,Standard Class,DR-12880
US-2015-119081,2015-09-12,2015-09-19,Standard Class,TA-21385
CA-2017-140613,2017-07-22,2017-07-29,Standard Class,KN-16705
US-2018-108700,2018-05-19,2018-05-23,Standard Class,PJ-18835
CA-2018-160962,2018-04-28,2018-05-02,Standard Class,MC-17605
CA-2018-130631,2018-12-29,2019-01-02,Standard Class,BS-11755
CA-2018-116680,2018-09-04,2018-09-06,Second Class,PK-19075
US-2015-107405,2015-03-21,2015-03-25,Standard Class,TS-21205
CA-2018-101574,2018-09-28,2018-10-04,Standard Class,BD-11725
CA-2015-146591,2015-01-19,2015-01-20,First Class,TS-21340
CA-2015-107706,2015-02-14,2015-02-19,Second Class,ST-20530
CA-2017-122448,2017-06-09,2017-06-14,Standard Class,DB-13210
CA-2015-132451,2015-09-26,2015-09-27,First Class,KF-16285
CA-2017-158547,2017-05-30,2017-06-04,Standard Class,JM-16195
CA-2018-116946,2018-12-19,2018-12-23,Standard Class,TS-21505
CA-2018-121741,2018-12-26,2018-12-26,Same Day,YC-21895
CA-2018-169691,2018-06-15,2018-06-18,First Class,Dp-13240
CA-2017-121356,2017-11-20,2017-11-24,Standard Class,SJ-20500
CA-2015-101770,2015-03-31,2015-04-04,Standard Class,KB-16240
CA-2018-105487,2018-10-08,2018-10-14,Standard Class,CS-12250
CA-2018-148999,2018-01-30,2018-02-04,Standard Class,EB-13870
CA-2015-107573,2015-12-12,2015-12-17,Standard Class,PB-19150
CA-2016-156608,2016-10-24,2016-10-29,Standard Class,MT-18070
CA-2018-134495,2018-04-01,2018-04-04,Second Class,BF-11020
CA-2018-164098,2018-01-26,2018-01-27,First Class,CG-12520
CA-2015-105249,2015-11-28,2015-11-28,Same Day,DH-13675
CA-2016-113523,2016-09-04,2016-09-08,Standard Class,SC-20440
CA-2018-117821,2018-06-12,2018-06-16,Standard Class,HG-15025
CA-2018-164378,2018-07-15,2018-07-18,Second Class,MM-18055
CA-2018-127782,2018-11-02,2018-11-06,Standard Class,TH-21115
US-2017-162026,2017-10-08,2017-10-08,Same Day,JE-15745
CA-2017-150000,2017-04-08,2017-04-14,Standard Class,PG-18820
CA-2016-168529,2016-10-08,2016-10-12,Standard Class,MB-17305
US-2018-152569,2018-05-15,2018-05-20,Standard Class,JD-16015
US-2015-137680,2015-02-24,2015-03-02,Standard Class,JH-15430
CA-2016-103177,2016-05-30,2016-06-01,First Class,EN-13780
US-2017-138408,2017-11-18,2017-11-21,Second Class,KC-16255
CA-2018-117667,2018-12-04,2018-12-09,Standard Class,MS-17980
CA-2017-110982,2017-06-05,2017-06-07,First Class,CK-12205
CA-2017-147123,2017-12-10,2017-12-12,First Class,SJ-20125
CA-2018-154501,2018-04-30,2018-05-05,Standard Class,EA-14035
CA-2018-166933,2018-04-24,2018-04-28,Standard Class,MG-17890
CA-2016-142055,2016-05-08,2016-05-10,First Class,AB-10255
CA-2016-137106,2016-03-31,2016-04-04,Standard Class,SC-20260
CA-2018-136609,2018-08-06,2018-08-11,Standard Class,TB-21355
CA-2018-160885,2018-12-02,2018-12-06,Standard Class,JK-16090
US-2017-167472,2017-06-06,2017-06-07,First Class,CK-12595
CA-2016-120551,2016-04-13,2016-04-20,Standard Class,SS-20590
US-2018-150595,2018-05-22,2018-05-26,Standard Class,LE-16810
CA-2017-134936,2017-12-19,2017-12-25,Standard Class,ES-14080
CA-2018-102967,2018-09-22,2018-09-26,Standard Class,MG-17890
CA-2018-151008,2018-09-07,2018-09-08,First Class,JM-16195
CA-2015-159800,2015-11-28,2015-12-01,First Class,SG-20470
US-2015-159618,2015-11-12,2015-11-16,Standard Class,DB-12970
CA-2018-116113,2018-10-02,2018-10-06,Second Class,JW-15220
CA-2016-125066,2016-12-14,2016-12-18,Standard Class,KD-16495
US-2016-114741,2016-12-06,2016-12-10,Standard Class,IL-15100
CA-2018-133263,2018-03-31,2018-04-02,Second Class,JE-15610
CA-2018-157966,2018-03-13,2018-03-13,Same Day,SU-20665
CA-2015-151162,2015-12-05,2015-12-09,Standard Class,EA-14035
CA-2017-136686,2017-12-12,2017-12-16,Standard Class,RF-19840
CA-2018-137498,2018-09-09,2018-09-14,Second Class,LC-17050
CA-2018-163818,2018-10-04,2018-10-08,Standard Class,PS-18970
CA-2017-161158,2017-05-09,2017-05-13,Standard Class,PS-18970
CA-2015-116673,2015-12-15,2015-12-19,Second Class,JO-15280
CA-2018-105333,2018-11-30,2018-12-04,Standard Class,VP-21730
CA-2016-149993,2016-03-19,2016-03-20,First Class,GA-14725
CA-2015-168158,2015-07-19,2015-07-24,Standard Class,EM-14140
CA-2017-115224,2017-12-08,2017-12-11,Second Class,DB-13615
CA-2015-164742,2015-10-13,2015-10-18,Second Class,ML-17395
US-2018-108014,2018-11-19,2018-11-25,Standard Class,JH-15430
CA-2018-160325,2018-09-24,2018-09-24,Same Day,BP-11095
CA-2016-159779,2016-09-25,2016-09-29,Standard Class,SB-20185
CA-2018-151176,2018-02-13,2018-02-20,Standard Class,SV-20785
CA-2015-108903,2015-10-03,2015-10-03,Same Day,DO-13435
CA-2017-117919,2017-08-27,2017-08-29,Second Class,TB-21355
CA-2016-142475,2016-12-03,2016-12-07,Standard Class,BS-11380
CA-2017-134516,2017-09-20,2017-09-25,Standard Class,FM-14215
CA-2018-105193,2018-03-25,2018-03-31,Standard Class,JL-15835
CA-2016-168634,2016-12-06,2016-12-11,Standard Class,AF-10870
CA-2018-117198,2018-08-31,2018-09-05,Standard Class,BG-11035
CA-2016-145828,2016-10-05,2016-10-07,First Class,MB-17305
CA-2018-121027,2018-08-18,2018-08-22,Standard Class,HW-14935
CA-2017-147431,2017-02-02,2017-02-07,Standard Class,AB-10105
CA-2017-158001,2017-08-23,2017-08-27,Standard Class,JP-15460
CA-2018-125745,2018-06-30,2018-07-04,Standard Class,DV-13045
CA-2016-101154,2016-09-18,2016-09-21,First Class,CM-12190
US-2017-124163,2017-09-25,2017-09-30,Standard Class,SC-20695
CA-2017-121748,2017-10-24,2017-10-28,Second Class,VW-21775
CA-2015-126683,2015-09-29,2015-10-01,Second Class,PP-18955
CA-2018-148810,2018-06-26,2018-07-01,Standard Class,DR-12880
US-2017-146066,2017-08-21,2017-08-23,Second Class,RB-19465
CA-2015-127614,2015-02-11,2015-02-15,Standard Class,NF-18385
CA-2017-101742,2017-09-23,2017-09-28,Second Class,CR-12580
CA-2016-134943,2016-12-05,2016-12-06,First Class,SU-20665
CA-2018-123022,2018-09-03,2018-09-08,Standard Class,SC-20050
CA-2018-113208,2018-03-26,2018-04-02,Standard Class,ML-18040
CA-2015-154893,2015-12-21,2015-12-27,Standard Class,GM-14440
CA-2015-147900,2015-09-23,2015-09-28,Standard Class,JK-15640
CA-2018-106355,2018-04-02,2018-04-05,First Class,AT-10435
CA-2017-127985,2017-04-01,2017-04-05,Second Class,DB-12910
CA-2016-166604,2016-05-15,2016-05-20,Second Class,AH-10690
CA-2018-120719,2018-03-23,2018-03-26,First Class,SJ-20125
CA-2018-127117,2018-04-14,2018-04-19,Standard Class,HM-14860
CA-2016-104241,2016-01-04,2016-01-09,Standard Class,AG-10495
CA-2018-168179,2018-11-02,2018-11-07,Standard Class,JB-16000
CA-2018-142342,2018-07-17,2018-07-19,Second Class,AJ-10795
CA-2018-109099,2018-10-06,2018-10-11,Standard Class,MM-18280
US-2015-134187,2015-11-04,2015-11-11,Standard Class,TH-21235
CA-2017-145261,2017-12-18,2017-12-21,First Class,AH-10120
CA-2017-108875,2017-09-24,2017-10-01,Standard Class,CL-12700
CA-2017-141957,2017-07-21,2017-07-21,Same Day,JG-15310
CA-2017-142405,2017-06-11,2017-06-15,Standard Class,SE-20110
CA-2016-141012,2016-06-09,2016-06-11,Second Class,TG-21640
CA-2018-127922,2018-10-27,2018-11-03,Standard Class,SH-19975
CA-2017-146318,2017-01-22,2017-01-27,Standard Class,MC-17275
CA-2015-135993,2015-05-28,2015-06-02,Standard Class,PJ-18835
CA-2015-126802,2015-12-29,2016-01-05,Standard Class,ZC-21910
CA-2017-143924,2017-07-28,2017-08-03,Standard Class,SC-20680
CA-2017-141551,2017-09-24,2017-09-30,Standard Class,BP-11230
CA-2015-164315,2015-04-02,2015-04-08,Standard Class,RD-19585
CA-2016-131072,2016-11-05,2016-11-05,Same Day,KL-16645
CA-2015-131541,2015-07-28,2015-07-28,Same Day,CK-12205
CA-2016-119550,2016-12-26,2016-12-31,Standard Class,RB-19705
US-2016-138093,2016-12-10,2016-12-16,Standard Class,KM-16225
CA-2017-126165,2017-05-05,2017-05-07,Second Class,AH-10465
CA-2018-126123,2018-10-14,2018-10-18,Standard Class,AG-10765
CA-2017-143441,2017-11-05,2017-11-05,Same Day,EB-14170
CA-2018-148320,2018-11-03,2018-11-08,Standard Class,PG-18895
CA-2017-125661,2017-11-24,2017-11-26,First Class,CA-12055
US-2015-123519,2015-12-14,2015-12-21,Standard Class,SS-20875
CA-2015-155593,2015-11-03,2015-11-08,Standard Class,RP-19390
CA-2018-136000,2018-09-22,2018-09-25,Second Class,SC-20440
US-2016-160857,2016-05-08,2016-05-15,Standard Class,NW-18400
CA-2018-115805,2018-07-31,2018-07-31,Same Day,KW-16435
US-2015-143707,2015-03-01,2015-03-05,Standard Class,HR-14770
CA-2018-116939,2018-09-25,2018-09-29,Standard Class,AG-10900
CA-2016-124107,2016-10-09,2016-10-12,Second Class,BM-11650
CA-2018-126550,2018-03-29,2018-04-02,Second Class,RD-19720
CA-2016-138674,2016-11-14,2016-11-17,First Class,KB-16585
CA-2017-165820,2017-09-26,2017-09-30,Standard Class,DW-13585
CA-2015-103191,2015-09-22,2015-09-27,Standard Class,VG-21805
CA-2016-103933,2016-09-25,2016-09-27,First Class,DR-12880
CA-2016-110548,2016-05-04,2016-05-08,Standard Class,AH-10690
CA-2018-117324,2018-12-08,2018-12-13,Standard Class,JP-15520
CA-2018-143574,2018-06-29,2018-07-02,First Class,DR-12880
CA-2015-111773,2015-06-29,2015-07-03,Standard Class,JK-15625
CA-2015-148614,2015-01-20,2015-01-25,Standard Class,MV-17485
CA-2017-156139,2017-12-31,2018-01-06,Standard Class,BP-11155
US-2018-147886,2018-03-28,2018-03-31,First Class,DH-13075
CA-2017-113733,2017-12-08,2017-12-12,Standard Class,LH-16900
CA-2018-104913,2018-11-18,2018-11-22,Standard Class,DK-13090
CA-2015-145800,2015-05-30,2015-06-05,Standard Class,SS-20410
CA-2017-125850,2017-01-22,2017-01-28,Standard Class,FP-14320
CA-2017-118514,2017-02-03,2017-02-10,Standard Class,LC-17050
CA-2016-150749,2016-03-29,2016-04-03,Second Class,AS-10240
CA-2015-163748,2015-10-14,2015-10-18,Standard Class,HG-15025
CA-2016-119634,2016-08-11,2016-08-16,Standard Class,BW-11065
CA-2016-149300,2016-11-22,2016-11-23,First Class,BH-11710
US-2017-111528,2017-12-30,2017-12-30,Same Day,JP-16135
CA-2018-158169,2018-08-12,2018-08-15,First Class,JM-16195
CA-2016-162047,2016-11-03,2016-11-05,First Class,FH-14365
CA-2016-117772,2016-09-10,2016-09-12,Second Class,MC-17575
US-2015-126340,2015-11-08,2015-11-14,Standard Class,EB-13870
CA-2017-149685,2017-10-08,2017-10-15,Standard Class,PM-19135
CA-2018-126396,2018-09-08,2018-09-12,Second Class,AR-10345
CA-2016-154900,2016-02-25,2016-03-01,Standard Class,SS-20875
CA-2016-103835,2016-09-24,2016-09-28,Standard Class,SC-20440
CA-2016-158939,2016-11-26,2016-12-01,Standard Class,EA-14035
CA-2017-117408,2017-08-31,2017-09-06,Standard Class,TP-21130
CA-2017-142398,2017-04-12,2017-04-16,Standard Class,BP-11290
CA-2017-105277,2017-12-04,2017-12-08,Standard Class,LM-17065
CA-2017-112060,2017-12-04,2017-12-09,Standard Class,KT-16465
CA-2015-105270,2015-11-11,2015-11-18,Standard Class,AP-10915
US-2016-159513,2016-04-02,2016-04-09,Standard Class,JD-15790
CA-2016-155586,2016-12-12,2016-12-16,Second Class,XP-21865
CA-2018-141117,2018-10-02,2018-10-08,Standard Class,JK-16090
CA-2018-115070,2018-04-10,2018-04-14,Second Class,MG-18205
CA-2018-140186,2018-09-29,2018-10-02,First Class,PG-18820
CA-2015-124856,2015-09-29,2015-10-03,Second Class,LD-17005
CA-2015-166716,2015-08-20,2015-08-25,Second Class,CR-12730
CA-2015-123225,2015-07-11,2015-07-14,First Class,MN-17935
CA-2016-163440,2016-03-22,2016-03-24,First Class,RD-19900
US-2018-106796,2018-05-12,2018-05-19,Standard Class,JP-16135
CA-2018-113873,2018-11-13,2018-11-19,Standard Class,KE-16420
CA-2017-149783,2017-09-04,2017-09-07,Second Class,DL-13315
CA-2017-125017,2017-02-06,2017-02-11,Standard Class,KB-16240
US-2016-163279,2016-03-22,2016-03-26,Standard Class,JD-16150
CA-2016-150196,2016-07-02,2016-07-03,First Class,SR-20740
US-2016-106495,2016-06-15,2016-06-17,First Class,AC-10450
CA-2015-124730,2015-11-26,2015-11-26,Same Day,LS-17245
CA-2018-117632,2018-05-12,2018-05-18,Standard Class,CS-12175
CA-2015-115056,2015-05-02,2015-05-02,Same Day,AR-10510
CA-2018-161067,2018-09-03,2018-09-06,Second Class,KB-16405
CA-2017-122063,2017-12-03,2017-12-07,Standard Class,MM-17920
CA-2016-111206,2016-07-18,2016-07-22,Standard Class,RF-19735
CA-2017-142895,2017-07-21,2017-07-26,Standard Class,BP-11290
CA-2016-101868,2016-06-09,2016-06-16,Standard Class,MJ-17740
CA-2018-133207,2018-11-27,2018-12-03,Standard Class,DO-13645
CA-2016-132948,2016-03-27,2016-04-03,Standard Class,MV-17485
CA-2016-134992,2016-09-22,2016-09-26,Second Class,MG-17875
CA-2016-126725,2016-11-17,2016-11-21,Standard Class,BS-11665
CA-2016-121783,2016-11-10,2016-11-14,Standard Class,PO-19180
US-2015-138835,2015-09-10,2015-09-14,Standard Class,DA-13450
CA-2016-112214,2016-08-05,2016-08-11,Standard Class,AH-10690
US-2018-153255,2018-09-03,2018-09-07,Second Class,JK-15730
CA-2016-108119,2016-11-01,2016-11-08,Standard Class,MS-17530
CA-2016-157434,2016-04-29,2016-05-04,Second Class,JK-15640
CA-2017-101525,2017-05-01,2017-05-04,Second Class,CM-12235
US-2015-117968,2015-08-05,2015-08-07,Second Class,RS-19420
CA-2017-158211,2017-01-04,2017-01-08,Standard Class,BP-11185
CA-2017-152247,2017-11-07,2017-11-12,Standard Class,MA-17995
CA-2017-128223,2017-06-14,2017-06-14,Same Day,EB-13705
CA-2017-154235,2017-09-24,2017-09-28,Standard Class,RD-19900
CA-2018-129910,2018-03-30,2018-04-03,Standard Class,ME-17320
CA-2018-133095,2018-06-04,2018-06-04,Same Day,EH-14005
CA-2016-130554,2016-04-07,2016-04-09,First Class,FM-14290
CA-2015-152443,2015-05-21,2015-05-26,Standard Class,FG-14260
CA-2017-133319,2017-09-05,2017-09-11,Standard Class,MV-17485
CA-2017-133935,2017-09-18,2017-09-22,Standard Class,JW-15220
CA-2017-136301,2017-03-13,2017-03-15,Second Class,EH-13765
US-2015-109456,2015-10-16,2015-10-17,Same Day,LS-17245
CA-2018-151596,2018-10-08,2018-10-11,First Class,BP-11050
CA-2016-147879,2016-05-07,2016-05-12,Standard Class,CC-12220
CA-2017-166625,2017-04-14,2017-04-17,First Class,JM-15580
CA-2017-146157,2017-11-21,2017-11-26,Standard Class,RD-19720
CA-2018-159954,2018-09-10,2018-09-14,Standard Class,SS-20410
CA-2018-100825,2018-09-09,2018-09-14,Standard Class,KD-16495
CA-2015-168305,2015-11-01,2015-11-08,Standard Class,PL-18925
CA-2017-167682,2017-04-03,2017-04-09,Standard Class,ZD-21925
CA-2018-108000,2018-01-12,2018-01-16,Standard Class,LS-16945
CA-2016-146465,2016-11-20,2016-11-24,Standard Class,PB-18805
CA-2017-159639,2017-11-27,2017-12-02,Standard Class,PC-18745
US-2018-153948,2018-11-06,2018-11-06,Same Day,FM-14290
US-2017-113985,2017-12-02,2017-12-07,Standard Class,KD-16495
CA-2017-155383,2017-12-17,2017-12-22,Standard Class,SC-20680
CA-2015-120432,2015-08-24,2015-08-26,Second Class,DW-13585
US-2016-126977,2016-09-17,2016-09-23,Standard Class,PF-19120
CA-2017-130288,2017-11-26,2017-11-30,Second Class,DK-13225
CA-2018-146458,2018-11-19,2018-11-22,Second Class,RB-19435
CA-2018-150420,2018-06-03,2018-06-08,Standard Class,GD-14590
US-2015-118997,2015-04-08,2015-04-12,Standard Class,RA-19885
CA-2015-114314,2015-10-11,2015-10-15,Standard Class,DB-13555
US-2018-169551,2018-07-07,2018-07-09,First Class,RL-19615
CA-2017-103107,2017-07-04,2017-07-04,Same Day,RB-19465
CA-2018-122077,2018-05-19,2018-05-25,Standard Class,JF-15295
CA-2018-112431,2018-10-12,2018-10-14,Second Class,RW-19690
CA-2017-151092,2017-08-06,2017-08-13,Standard Class,VG-21790
CA-2015-104178,2015-08-25,2015-08-29,Standard Class,JM-15265
CA-2016-115924,2016-09-14,2016-09-18,Second Class,BE-11455
CA-2018-161046,2018-03-05,2018-03-05,Same Day,CB-12535
US-2018-141698,2018-04-15,2018-04-21,Standard Class,SD-20485
US-2015-105151,2015-03-30,2015-03-31,First Class,SG-20890
CA-2015-155796,2015-11-11,2015-11-15,Second Class,TS-21430
CA-2017-127138,2017-03-12,2017-03-15,Second Class,DK-13225
CA-2018-150602,2018-02-09,2018-02-14,Second Class,ML-17395
CA-2015-140732,2015-11-11,2015-11-13,Second Class,MA-17560
CA-2018-119011,2018-08-20,2018-08-25,Standard Class,LR-17035
CA-2017-166912,2017-01-15,2017-01-17,First Class,BE-11335
CA-2015-141726,2015-07-20,2015-07-22,First Class,CC-12145
CA-2018-115105,2018-02-06,2018-02-11,Standard Class,BD-11770
CA-2016-143980,2016-12-25,2016-12-29,Standard Class,JK-15640
CA-2017-135636,2017-10-08,2017-10-13,Standard Class,DB-13615
CA-2018-102155,2018-07-13,2018-07-17,Standard Class,RR-19525
CA-2018-116953,2018-04-24,2018-04-25,First Class,SV-20935
CA-2015-117765,2015-09-07,2015-09-13,Standard Class,RB-19465
CA-2017-114895,2017-11-21,2017-11-28,Standard Class,MV-18190
CA-2018-112984,2018-09-16,2018-09-18,Second Class,EH-14185
CA-2017-163776,2017-07-19,2017-07-25,Standard Class,JS-16030
US-2018-163300,2018-09-15,2018-09-21,Standard Class,ES-14020
CA-2017-162187,2017-12-11,2017-12-11,Same Day,NS-18640
US-2015-112991,2015-12-10,2015-12-14,Standard Class,SH-19975
CA-2015-124079,2015-12-13,2015-12-17,Standard Class,RF-19345
US-2018-146878,2018-09-21,2018-09-27,Standard Class,DL-12865
CA-2018-107244,2018-09-07,2018-09-11,Standard Class,AG-10390
CA-2016-100657,2016-11-02,2016-11-07,Standard Class,SW-20245
CA-2018-129581,2018-12-11,2018-12-18,Standard Class,KN-16390
CA-2018-129028,2018-04-01,2018-04-03,First Class,GB-14530
CA-2016-135580,2016-12-30,2017-01-03,Standard Class,CL-12565
CA-2017-159016,2017-03-10,2017-03-11,First Class,KF-16285
CA-2015-102652,2015-04-06,2015-04-12,Standard Class,AY-10555
CA-2015-152422,2015-10-05,2015-10-10,Second Class,BD-11635
US-2017-156692,2017-08-13,2017-08-13,Same Day,HG-15025
CA-2015-130869,2015-11-17,2015-11-21,Standard Class,CB-12025
US-2018-128832,2018-04-24,2018-04-27,First Class,LS-16945
CA-2018-139717,2018-08-24,2018-08-26,Second Class,DM-13015
CA-2018-136007,2018-02-23,2018-03-02,Standard Class,AC-10615
CA-2017-157364,2017-11-19,2017-11-21,First Class,LT-17110
US-2017-112970,2017-11-14,2017-11-15,First Class,TB-21250
US-2018-152492,2018-07-06,2018-07-06,Same Day,AH-10585
CA-2017-101168,2017-12-25,2018-01-01,Standard Class,SS-20140
CA-2018-104010,2018-04-23,2018-04-25,First Class,TD-20995
CA-2016-130253,2016-12-14,2016-12-18,Standard Class,PP-18955
US-2016-155369,2016-04-19,2016-04-25,Standard Class,PG-18820
CA-2017-131205,2017-09-04,2017-09-08,Standard Class,AA-10645
CA-2018-122364,2018-09-24,2018-09-29,Standard Class,FA-14230
CA-2017-117912,2017-02-04,2017-02-08,Standard Class,TB-21520
CA-2018-145702,2018-05-19,2018-05-24,Second Class,AH-10075
CA-2016-113215,2016-09-03,2016-09-08,Standard Class,CP-12085
CA-2017-154662,2017-06-09,2017-06-16,Standard Class,BF-11215
CA-2016-105571,2016-11-07,2016-11-11,Standard Class,CP-12340
CA-2017-152765,2017-06-15,2017-06-18,First Class,LS-17245
CA-2016-153878,2016-04-25,2016-04-30,Standard Class,TS-21655
CA-2017-124016,2017-09-23,2017-09-26,Second Class,JS-15940
CA-2017-113551,2017-08-18,2017-08-20,First Class,NF-18385
CA-2015-107524,2015-03-02,2015-03-08,Standard Class,KN-16705
CA-2015-138072,2015-12-30,2016-01-03,Standard Class,GA-14725
CA-2016-134201,2016-04-10,2016-04-16,Standard Class,EH-14125
CA-2016-111780,2016-12-25,2016-12-30,Second Class,RA-19285
CA-2016-119942,2016-04-05,2016-04-07,First Class,TT-21070
CA-2016-151547,2016-01-17,2016-01-23,Standard Class,AH-10465
CA-2018-166695,2018-05-20,2018-05-24,Standard Class,CC-12430
CA-2018-167542,2018-08-13,2018-08-20,Standard Class,KD-16495
CA-2016-120901,2016-12-31,2017-01-04,Standard Class,BG-11035
CA-2018-121398,2018-12-25,2018-12-29,Standard Class,FH-14365
CA-2017-151561,2017-09-01,2017-09-07,Standard Class,PG-18820
CA-2018-154676,2018-08-05,2018-08-08,First Class,NZ-18565
US-2015-165589,2015-02-18,2015-02-18,Same Day,TB-21595
US-2017-132577,2017-11-22,2017-11-27,Standard Class,JE-15475
CA-2016-114048,2016-12-14,2016-12-18,Standard Class,EH-13945
CA-2016-137281,2016-06-13,2016-06-17,Standard Class,BF-10975
US-2018-162068,2018-12-28,2018-12-31,Second Class,PC-18745
CA-2018-100111,2018-09-20,2018-09-26,Standard Class,SV-20365
US-2018-132381,2018-08-22,2018-08-24,First Class,Dp-13240
CA-2016-147011,2016-06-18,2016-06-22,Standard Class,HR-14830
CA-2015-120852,2015-12-20,2015-12-25,Standard Class,WB-21850
CA-2017-150007,2017-09-11,2017-09-16,Standard Class,AS-10090
CA-2017-124590,2017-11-12,2017-11-16,Standard Class,SP-20920
CA-2017-133802,2017-03-14,2017-03-20,Standard Class,SP-20650
US-2017-113677,2017-11-13,2017-11-19,Standard Class,CM-12655
